id_pedido,id_cliente,data_pedido,valor_total,id_produto_associado
242,3268,2024-08-11,2701.17,401
243,2796,2023-10-23,2793.89,315
244,531,2024-02-11,2637.74,144
245,2345,2024-06-21,1585.33,843
246,2369,2023-10-05,4503.68,451
247,2095,2024-03-01,2586.02,19
248,2762,2023-01-08,741.52,362
249,3986,2023-02-05,1390.5,802
250,2817,2023-05-23,365.24,251
251,530,2023-06-29,263.19,986
252,1787,2023-07-17,469.01,216
253,113,2024-09-14,4028.77,958
254,2388,2024-02-15,528.66,154
255,4413,2024-02-07,3673.59,313
256,2021,2023-03-18,3777.38,509
257,884,2023-05-15,100.11,722
258,1320,2023-04-08,2509.62,967
259,3835,2023-04-03,770.27,594
260,3200,2024-06-24,1401.43,726
261,2770,2024-10-15,4990.46,229
262,4149,2024-08-14,789.32,113
263,1372,2024-09-19,4371.67,438
264,1603,2023-08-13,2437.71,720
265,1053,2023-10-02,362.92,55
266,1122,2024-12-28,48.03,428
267,800,2024-02-09,21.57,491
268,3039,2024-03-26,2232.98,335
269,559,2024-01-21,357.28,498
270,1392,2024-03-08,3531.24,535
271,2868,2023-08-30,1760.74,143
272,540,2023-01-10,663.63,30
273,4028,2023-02-20,725.9,563
274,3942,2023-09-22,3010.57,821
275,3084,2023-05-01,4299.19,307
276,2862,2024-07-11,916.18,609
277,1821,2023-06-29,626.7,855
278,3521,2023-01-09,2371.27,707
279,3392,2023-02-15,1098.97,768
280,3169,2024-01-29,27.62,864
281,1753,2024-09-10,2987.63,506
282,2870,2023-10-06,3801.69,294
283,2092,2024-04-18,3584.5,926
284,91,2023-07-15,2771.53,902
285,1004,2024-01-09,4200.65,10
286,3171,2024-04-28,4960.68,690
287,1089,2023-03-02,3647.31,422
288,2739,2023-03-19,1543.52,439
289,558,2024-03-06,4744.63,110
290,3224,2023-11-27,465.58,520
291,2537,2023-06-05,1977.91,575
292,2965,2024-09-01,2677.5,774
293,4186,2024-09-19,3554.14,661
294,3486,2023-08-13,3752.56,716
295,911,2023-10-22,3134.72,852
296,1967,2024-02-05,3303.18,586
297,2671,2023-03-07,151.74,770
298,3573,2023-06-30,4021.34,323
299,1758,2023-06-02,2801.05,644
300,717,2023-03-18,2518.47,677
301,3288,2023-02-28,3994.43,343
302,3898,2024-01-17,2662.24,529
303,4562,2023-09-27,2810.71,729
304,4788,2023-05-13,4776.26,714
305,727,2024-08-03,2064.72,553
306,2082,2024-08-03,4880.55,251
307,2494,2023-12-17,1183.14,70
308,2467,2023-12-23,706.33,956
309,3711,2023-05-18,3664.9,859
310,4285,2024-08-04,637.25,688
311,1608,2023-05-17,1516.3,25
312,226,2024-08-22,2274.47,233
313,1217,2024-04-27,3684.8,414
314,1039,2023-06-24,2339.54,799
315,1926,2024-07-07,4298.07,713
316,2206,2024-05-31,2457.64,575
317,3707,2023-08-09,1941.17,468
318,1254,2023-01-12,3666.16,447
319,240,2023-06-29,276.89,489
320,3782,2024-08-19,3907.78,43
321,1023,2024-03-31,708.62,812
322,3083,2023-04-29,865.55,631
323,1116,2023-03-11,2145.78,820
324,3832,2024-08-17,3686.94,263
325,428,2023-04-25,914.0,136
326,2460,2023-12-01,2384.75,752
327,2203,2023-07-08,2547.72,299
328,4873,2024-08-20,4520.82,268
329,3141,2023-04-14,2955.89,649
330,4502,2023-12-15,3804.33,315
331,471,2023-08-03,852.5,299
332,4310,2023-12-10,4662.66,925
333,1286,2023-02-22,3433.02,913
334,4144,2024-03-06,3590.4,622
335,643,2024-06-22,3321.85,99
336,1780,2023-10-26,116.92,876
337,206,2024-12-03,2942.05,786
338,1120,2024-03-01,1240.21,749
339,4760,2023-08-03,4556.33,511
340,593,2024-12-08,2386.92,967
341,2978,2023-10-16,1714.66,905
342,4430,2024-10-03,3880.95,896
343,123,2023-07-07,2922.96,100
344,3662,2024-09-22,3794.6,47
345,297,2023-09-09,207.81,355
346,2251,2024-08-13,607.08,938
347,2124,2024-12-05,4920.57,963
348,155,2024-07-14,3248.91,197
349,4897,2023-12-06,632.76,718
350,3879,2023-08-26,1182.1,130
351,845,2024-05-22,4832.49,820
352,3771,2024-11-04,3165.07,572
353,2992,2024-04-09,562.79,358
354,4053,2024-08-05,1218.54,661
355,2094,2024-02-11,2965.88,794
356,2241,2024-12-04,287.09,967
357,3037,2023-03-16,3524.79,700
358,849,2023-04-22,583.9,634
359,715,2023-03-20,4277.07,757
360,2233,2024-09-28,1339.81,794
361,3353,2023-06-17,1264.81,859
362,4890,2023-09-11,3658.46,376
363,3265,2023-08-04,3650.67,593
364,3148,2024-02-23,3073.6,175
365,3015,2023-08-24,2205.35,545
366,2070,2024-04-30,3510.18,757
367,716,2023-05-22,3457.05,718
368,2320,2023-08-08,114.49,703
369,993,2023-04-17,1998.84,45
370,73,2024-07-28,4160.25,390
371,2753,2023-08-26,4958.69,425
372,754,2023-11-10,4519.3,493
373,4671,2023-08-14,2821.5,401
374,797,2023-05-18,925.58,192
375,392,2024-04-14,2194.81,233
376,1418,2024-08-26,4883.86,427
377,443,2023-11-08,1141.49,196
378,703,2023-08-05,4624.08,459
379,4952,2024-03-13,2497.83,352
380,3036,2023-09-08,1614.06,771
381,739,2023-01-21,1153.68,176
382,1133,2024-08-19,1841.47,797
383,3021,2023-11-07,1976.66,768
384,103,2024-09-09,4332.23,98
385,1355,2024-08-06,1395.58,741
386,3874,2024-06-27,2230.71,219
387,2031,2023-12-19,2403.09,548
388,1354,2024-07-27,3239.92,288
389,4977,2024-03-23,4766.13,347
390,3850,2023-10-02,3187.12,523
391,3262,2024-04-09,1145.39,605
392,3852,2023-08-11,2682.83,374
393,1053,2023-05-03,993.95,523
394,1717,2023-01-30,1589.58,979
395,3791,2024-01-06,4704.81,531
396,3291,2024-02-28,2982.87,2
397,4027,2023-03-13,411.23,998
398,4561,2024-06-02,2151.66,57
399,947,2023-10-12,4410.01,553
400,1388,2024-10-11,2153.79,823
401,4304,2023-03-27,752.94,249
402,3297,2024-01-06,3610.12,713
403,1863,2024-10-23,1710.99,100
404,107,2023-10-31,714.13,940
405,1553,2024-05-03,299.26,901
406,1927,2023-05-11,1656.1,168
407,3024,2024-07-07,1168.25,671
408,1323,2023-12-11,4382.31,831
409,1332,2024-07-15,193.54,371
410,885,2024-12-02,3720.42,926
411,2587,2024-08-30,4368.05,574
412,4245,2024-08-22,3952.45,258
413,329,2023-07-09,49.88,441
414,3230,2023-11-27,4537.73,252
415,4295,2024-09-03,2289.9,136
416,4252,2024-03-26,199.16,82
417,3638,2024-05-03,3122.47,372
418,1568,2024-03-13,1874.12,824
419,1828,2023-05-18,3565.11,892
420,4259,2024-11-30,2334.21,551
421,2407,2024-11-09,2392.08,592
422,3164,2024-09-19,4830.33,143
423,4055,2024-04-22,3666.25,278
424,4792,2023-11-30,4449.18,738
425,2239,2024-12-06,4788.55,192
426,1816,2024-10-06,4865.51,771
427,2707,2023-09-13,933.37,998
428,970,2023-09-14,1157.35,986
429,280,2024-12-21,170.19,917
430,4875,2024-06-22,1626.36,815
431,630,2024-04-17,2937.15,450
432,2644,2024-01-21,2214.05,198
433,4538,2023-10-19,141.08,290
434,287,2023-08-10,3139.35,587
435,1472,2023-09-17,1885.7,202
436,1752,2023-10-19,3117.83,351
437,1142,2023-05-04,1099.39,138
438,1187,2024-10-10,2758.4,130
439,4553,2024-12-08,2819.5,58
440,4918,2023-12-15,4996.22,190
441,794,2024-01-26,2845.83,225
442,4332,2023-09-02,3043.07,543
443,4999,2023-07-04,3189.74,879
444,3690,2023-12-13,3011.62,928
445,2372,2023-02-11,2435.0,564
446,312,2023-08-10,3372.26,678
447,196,2024-06-20,3324.36,22
448,3481,2023-10-30,3167.72,61
449,4341,2024-08-20,3373.9,639
450,3615,2023-04-20,2046.31,502
451,266,2024-09-17,2342.26,410
452,1546,2023-03-04,3926.21,819
453,3237,2023-03-24,4158.19,69
454,1207,2024-05-07,4961.05,77
455,4047,2023-04-28,4614.3,575
456,3385,2024-09-24,2863.69,207
457,1791,2023-12-26,1659.46,26
458,2930,2024-12-21,3619.54,93
459,3851,2024-12-04,2727.61,562
460,4418,2023-10-26,3089.62,136
461,1154,2024-12-09,1538.66,217
462,4103,2024-03-18,3023.07,307
463,3945,2024-10-15,604.82,866
464,539,2024-05-30,265.48,550
465,2814,2024-02-14,4641.74,716
466,4973,2024-05-30,1831.76,202
467,1439,2024-11-05,4521.71,686
468,4915,2023-02-15,4121.59,111
469,3738,2024-06-18,4975.87,860
470,3414,2023-05-02,699.65,944
471,2889,2024-06-07,1696.71,423
472,515,2024-11-23,4446.07,677
473,1181,2024-05-17,2624.39,707
474,3375,2023-10-24,2424.93,335
475,3644,2024-10-21,2409.9,122
476,3727,2023-10-01,4559.57,333
477,2222,2023-01-27,1066.4,139
478,3097,2024-10-15,2715.79,806
479,1949,2023-01-21,2927.18,447
480,1301,2023-07-31,728.6,847
481,1573,2023-04-14,4547.16,972
482,2920,2023-10-09,2745.24,169
483,2525,2024-12-28,3253.86,189
484,613,2024-04-14,163.34,568
485,1358,2023-06-25,3603.16,391
486,1312,2023-05-25,1506.65,763
487,4361,2023-09-01,825.88,581
488,1348,2024-12-06,1147.34,621
489,1073,2023-10-09,71.55,542
490,1698,2024-03-01,2363.28,617
491,77,2024-10-09,3135.19,644
492,1839,2024-02-23,376.62,862
493,4246,2024-09-22,1412.33,697
494,1952,2024-06-15,4417.23,478
495,460,2024-10-29,3670.6,782
496,8,2023-04-17,336.75,334
497,3437,2023-07-26,3674.31,438
498,1131,2024-06-29,3691.94,120
499,777,2023-06-01,2599.78,704
500,3094,2023-08-12,998.75,368
501,4904,2024-08-21,4100.79,938
502,2425,2024-04-01,1143.0,456
503,3152,2023-05-09,3580.68,289
504,174,2023-02-24,670.57,595
505,4346,2024-02-25,2300.85,662
506,2750,2023-05-14,4953.23,307
507,2089,2023-07-27,3894.77,636
508,1033,2024-11-24,2008.57,598
509,841,2024-12-20,434.41,613
510,1129,2024-09-26,4491.35,267
511,4014,2023-10-26,119.46,857
512,4495,2024-09-07,3661.98,835
513,4883,2024-07-28,2122.79,913
514,422,2023-03-09,858.18,951
515,2204,2023-04-24,1275.22,61
516,295,2023-03-30,4416.18,453
517,1772,2023-06-18,2576.18,905
518,1924,2024-11-19,188.45,317
519,2402,2023-01-18,462.64,457
520,1337,2024-12-06,231.07,628
521,4304,2024-06-03,4054.14,886
522,650,2023-09-22,65.91,529
523,1094,2024-08-16,1766.54,423
524,3008,2024-06-27,2513.03,175
525,4416,2024-04-30,1520.65,770
526,2520,2023-02-10,1083.22,696
527,537,2024-03-23,4122.39,326
528,3873,2023-10-18,1720.58,661
529,2325,2023-01-21,4113.36,984
530,2187,2023-06-04,3163.09,744
531,1576,2023-02-23,393.29,252
532,4488,2024-10-15,1775.94,796
533,4457,2024-08-16,587.19,95
534,3665,2023-11-17,79.44,798
535,2536,2024-04-02,924.96,408
536,316,2023-11-21,4514.39,926
537,2549,2024-07-03,1805.62,824
538,2788,2023-05-08,3728.19,803
539,1516,2023-01-03,3578.05,844
540,3276,2024-09-30,497.02,726
541,427,2024-11-16,3374.01,337
542,189,2024-05-11,2724.91,304
543,3265,2023-02-03,658.46,901
544,383,2024-11-27,2045.13,129
545,1044,2024-08-05,1110.89,815
546,3713,2024-08-25,2952.85,743
547,2218,2023-05-14,3024.92,18
548,522,2024-02-07,360.6,871
549,2211,2024-10-22,138.07,218
550,694,2024-05-29,3146.92,365
551,1913,2023-09-17,4662.31,981
552,4229,2023-10-09,1818.01,1
553,3682,2023-03-05,2013.66,510
554,689,2023-02-08,1803.86,391
555,4936,2023-10-10,2403.39,618
556,508,2024-05-07,4613.04,313
557,3545,2023-12-18,2467.78,812
558,1433,2024-05-22,2999.93,602
559,1074,2023-11-13,1518.58,253
560,3396,2023-08-03,4740.85,289
561,4497,2024-01-27,2642.1,99
562,1366,2023-05-16,4267.7,804
563,2349,2023-02-20,1200.48,887
564,1985,2024-04-12,3141.05,428
565,1048,2023-02-24,2530.8,1
566,4695,2023-01-20,1581.87,982
567,4624,2023-10-11,4967.66,937
568,3172,2023-12-10,4923.4,741
569,1684,2024-07-25,4742.4,594
570,1338,2023-01-04,1808.61,84
571,1504,2024-11-06,3304.41,734
572,2462,2023-07-29,1445.49,810
573,3693,2024-08-20,812.23,540
574,3671,2024-01-23,2526.24,899
575,636,2023-06-25,1355.84,420
576,2487,2023-03-03,4967.93,869
577,357,2024-04-26,4629.53,114
578,2572,2023-02-22,1966.93,998
579,410,2023-06-17,1460.46,703
580,1697,2024-12-12,3679.31,47
581,4122,2024-04-17,4988.0,735
582,4605,2023-10-07,2380.2,750
583,909,2023-06-18,3770.76,643
584,45,2023-03-16,4158.55,607
585,3837,2024-01-22,4595.89,92
586,4988,2023-03-11,4757.19,237
587,1755,2024-09-19,2925.48,659
588,2365,2024-02-04,154.66,455
589,510,2024-10-18,3250.26,80
590,933,2023-12-28,1652.05,624
591,1559,2023-10-22,2420.88,522
592,1857,2024-05-02,4707.6,637
593,3620,2023-03-10,2702.04,117
594,557,2023-06-01,755.19,573
595,2869,2024-08-24,1250.91,615
596,2011,2023-07-21,2861.95,743
597,2596,2024-09-26,2559.82,170
598,4776,2024-03-19,4456.85,520
599,141,2024-03-03,1228.02,802
600,4210,2024-08-31,3342.9,937
601,3270,2024-09-11,1391.1,478
602,2214,2023-12-02,1709.54,524
603,35,2023-01-05,1706.61,728
604,479,2024-01-04,1069.32,607
605,797,2023-03-22,4701.29,152
606,3753,2024-03-25,1862.52,400
607,4789,2024-12-03,1682.28,792
608,1804,2023-03-25,2112.08,725
609,3644,2024-08-22,3093.02,767
610,481,2024-05-26,4736.29,976
611,75,2024-10-30,652.27,418
612,1422,2024-10-15,4003.77,457
613,52,2023-03-09,1586.88,477
614,519,2024-04-06,2926.86,508
615,4259,2023-12-23,3202.98,227
616,4416,2024-05-19,1803.07,588
617,2464,2023-04-05,4841.2,763
618,1112,2024-05-20,1494.22,622
619,3595,2023-08-12,3277.96,110
620,4548,2024-03-06,4656.87,152
621,4248,2023-01-22,3865.46,485
622,1522,2024-10-09,1269.19,25
623,4479,2023-02-01,4251.14,337
624,4230,2023-03-29,1562.94,868
625,1970,2024-09-02,2417.15,977
626,1462,2024-12-21,3355.38,397
627,3017,2024-01-17,2280.22,189
628,4130,2023-02-20,4311.78,869
629,900,2024-09-03,3484.41,413
630,493,2023-11-20,3820.83,986
631,3998,2024-11-01,2038.01,218
632,470,2024-10-15,2696.79,665
633,1835,2023-09-22,912.1,306
634,144,2023-03-26,1856.97,356
635,1921,2024-06-11,3402.26,341
636,85,2023-11-09,2511.97,814
637,2471,2024-05-22,446.27,952
638,945,2023-03-08,2036.57,778
639,2524,2024-02-11,2105.41,561
640,1923,2024-02-25,4379.84,91
641,3774,2024-07-04,231.45,441
642,3075,2024-03-13,4720.48,188
643,4878,2024-08-18,567.64,4
644,2223,2024-04-10,1126.6,663
645,4394,2024-10-18,2114.74,940
646,1112,2024-04-07,4500.77,839
647,2374,2024-02-08,2393.37,402
648,4916,2023-11-08,2652.42,380
649,804,2023-02-09,147.97,233
650,4145,2023-09-26,2775.71,84
651,4557,2023-02-14,1853.34,61
652,684,2024-09-30,2428.61,580
653,487,2023-03-01,2181.04,21
654,678,2023-12-31,2905.79,292
655,3427,2023-04-18,2444.95,993
656,912,2023-07-22,3226.16,656
657,1406,2024-03-23,4729.63,945
658,343,2023-10-11,1278.48,736
659,1208,2023-08-14,3102.03,89
660,4684,2024-11-16,2264.23,154
661,4804,2024-09-09,953.12,162
662,4399,2024-10-09,4607.47,699
663,1784,2024-10-30,1789.33,220
664,1890,2024-06-25,1952.86,622
665,952,2023-08-02,244.96,160
666,666,2023-11-02,3906.46,970
667,2307,2024-10-15,1997.55,800
668,1964,2024-03-05,1254.29,190
669,3352,2024-06-27,1835.4,722
670,2311,2023-08-11,743.8,445
671,3200,2024-01-10,4181.05,509
672,1752,2024-02-10,120.88,138
673,814,2023-04-02,1161.3,789
674,1766,2024-08-25,4851.47,424
675,4641,2024-06-22,4859.31,759
676,3815,2023-12-28,4579.15,702
677,4371,2023-12-21,4885.77,867
678,4599,2023-01-16,2617.79,64
679,3298,2024-06-15,2326.36,544
680,1235,2024-07-30,971.83,124
681,1142,2023-12-25,1971.25,344
682,1582,2023-02-07,4449.51,273
683,2281,2024-11-10,1775.0,362
684,1129,2023-04-15,3006.69,318
685,1634,2024-11-20,2564.23,499
686,1411,2023-05-20,3604.71,476
687,919,2024-03-25,3544.97,370
688,3988,2023-02-27,3821.87,822
689,292,2023-12-29,2126.52,155
690,3237,2023-05-13,4399.96,889
691,579,2024-11-03,434.45,322
692,1053,2023-08-20,4069.23,674
693,4984,2024-10-03,4961.36,393
694,3167,2023-05-13,4016.51,749
695,1559,2023-03-12,1483.37,65
696,1364,2023-02-14,3975.04,368
697,3165,2024-04-15,2510.62,885
698,3580,2024-02-26,3316.23,387
699,2416,2023-06-08,4509.55,253
700,2928,2023-09-06,1046.44,724
701,3818,2023-07-31,1540.48,511
702,1010,2024-07-08,2878.02,220
703,72,2024-11-14,3682.87,745
704,3001,2024-08-30,2502.04,256
705,874,2024-06-03,426.52,957
706,4416,2023-03-07,2234.32,644
707,1628,2023-12-31,3989.41,903
708,618,2023-06-17,2930.51,858
709,3960,2024-05-08,4563.8,838
710,4039,2023-03-08,4886.56,998
711,3763,2024-07-22,2099.09,140
712,1872,2024-08-31,896.32,807
713,3581,2023-02-03,2697.06,822
714,1980,2024-01-11,3030.58,44
715,2352,2024-03-23,3887.33,456
716,3423,2024-12-25,115.01,366
717,1291,2023-11-30,2607.11,455
718,1787,2023-11-22,1039.29,607
719,1191,2023-01-24,1945.55,152
720,4613,2024-12-19,4032.48,270
721,952,2024-06-20,1304.77,511
722,334,2024-04-29,2029.46,849
723,688,2024-08-02,4488.56,370
724,3165,2023-12-31,2582.47,15
725,3489,2024-03-09,2892.57,749
726,2058,2024-02-28,3865.53,978
727,3066,2024-08-03,2308.2,141
728,3655,2023-06-16,3162.9,162
729,4965,2023-02-22,966.89,257
730,4531,2023-03-01,2943.19,506
731,4659,2024-02-16,2621.01,463
732,3172,2023-01-31,2002.38,498
733,1371,2023-11-18,1123.17,256
734,639,2024-04-23,4741.58,505
735,1802,2024-12-14,3221.08,482
736,4462,2024-09-19,903.0,287
737,4021,2024-05-29,4862.83,400
738,3006,2024-03-07,1974.38,621
739,2956,2024-09-23,4561.74,698
740,328,2024-07-03,2893.37,620
741,3011,2024-04-12,3292.19,524
742,61,2024-06-11,4150.95,650
743,4527,2023-01-24,4429.66,118
744,3375,2023-01-15,2224.62,282
745,116,2024-11-06,341.7,492
746,1883,2023-02-03,3301.85,691
747,13,2023-03-17,2372.54,567
748,1229,2024-12-26,3459.65,505
749,938,2024-12-12,321.39,254
