id_pedido,id_cliente,data_pedido,valor_total,id_produto_associado
81,923,2023-04-22,1876.41,99
82,3939,2024-10-11,2182.08,586
83,3027,2024-02-06,1280.47,415
84,1258,2024-05-25,2428.33,466
85,872,2023-01-11,3492.67,49
86,2915,2024-12-02,1569.73,272
87,637,2024-04-01,2772.82,491
88,3179,2023-11-10,2475.1,774
89,707,2023-01-05,4085.06,923
90,2536,2023-09-18,1285.72,87
91,3283,2024-06-09,1098.43,710
92,2828,2023-02-13,1220.61,131
93,2217,2023-01-06,3835.29,316
94,3969,2023-04-29,2725.0,319
95,4524,2023-08-01,2859.7,585
96,4049,2023-04-02,212.51,91
97,1683,2024-12-30,1103.95,723
98,3145,2023-10-15,2805.91,184
99,2270,2024-06-09,4738.28,514
100,255,2024-07-05,2802.82,343
101,2815,2024-11-04,505.57,421
102,2483,2024-12-12,2785.84,396
103,533,2024-06-10,2264.66,539
104,1127,2023-01-26,1285.31,669
105,875,2024-10-04,4614.68,618
106,4979,2023-09-13,4086.38,291
107,2703,2023-08-06,1993.01,879
108,3073,2023-11-16,4340.99,522
109,37,2024-08-14,1491.11,445
110,1567,2023-11-29,1269.84,338
111,2192,2023-11-15,570.35,557
112,4628,2023-11-11,3029.4,285
113,1753,2024-02-01,3039.85,915
114,982,2023-05-22,4517.6,494
115,1651,2023-11-08,4314.98,29
116,1542,2023-04-27,1029.45,710
117,2900,2023-11-18,1220.14,738
118,2090,2024-09-05,126.46,731
119,2562,2024-08-27,4470.48,585
120,2311,2024-12-02,3305.36,140
121,4611,2023-08-16,4697.11,428
122,4412,2023-03-19,2311.31,306
123,4511,2024-09-10,3333.3,931
124,3529,2024-03-27,4637.65,305
125,94,2024-04-18,1095.22,94
126,1846,2024-01-07,3098.56,687
127,2263,2023-12-17,1921.47,69
128,3204,2023-04-30,1423.49,596
129,1292,2024-03-28,934.01,412
130,1171,2024-06-22,528.24,143
131,3345,2024-12-08,4789.36,540
132,2224,2024-01-31,4610.25,404
133,4240,2024-06-03,4841.62,707
134,3828,2024-03-24,4736.85,865
135,2918,2023-01-17,139.45,763
136,3286,2024-02-03,2813.21,719
137,2965,2023-01-19,1155.28,705
138,4189,2024-12-16,3265.98,115
139,4130,2023-04-21,3688.71,773
140,248,2024-10-14,2258.64,808
141,1626,2023-08-15,351.95,92
142,363,2023-10-09,2371.52,960
143,4086,2024-06-05,111.03,127
144,4008,2024-08-16,720.46,818
145,2392,2024-04-23,530.56,572
146,1546,2024-06-05,1096.38,115
147,4689,2024-04-01,1822.92,39
148,4311,2023-10-26,931.17,9
149,2101,2023-02-05,49.63,732
150,1393,2024-01-12,852.94,236
151,109,2024-07-06,24.66,213
152,2784,2024-10-09,3796.15,990
153,2186,2024-03-22,4337.98,304
154,3801,2023-02-23,4770.18,356
155,3971,2023-05-25,1884.76,888
156,3307,2024-09-12,1451.34,398
157,3674,2023-03-29,362.39,826
158,2538,2024-04-03,1793.54,2
159,2279,2023-03-21,622.9,901
160,734,2024-06-21,3718.78,206
161,2797,2024-05-10,1963.35,584
162,4614,2023-01-10,3320.56,915
163,2983,2024-08-21,4213.09,305
164,2719,2024-06-02,1240.54,95
165,2166,2024-06-10,2275.32,924
166,1928,2024-10-08,2919.4,560
167,4771,2024-05-12,2408.21,74
168,567,2024-12-11,1135.77,730
169,4449,2024-01-21,1983.09,763
170,4352,2024-09-28,2899.14,12
171,1414,2024-06-13,1938.39,195
172,526,2023-12-17,2978.62,271
173,2787,2023-08-10,2712.13,495
174,875,2024-08-10,3093.24,282
175,1116,2023-06-29,110.85,981
176,2571,2024-03-24,344.57,231
177,4870,2023-11-16,3127.28,942
178,2227,2024-04-08,2240.81,796
179,1668,2024-01-31,4558.19,565
180,1781,2023-01-17,392.87,482
181,1960,2023-02-25,968.72,76
182,2500,2023-01-25,2709.06,292
183,367,2024-07-28,4121.03,803
184,814,2023-01-23,4350.07,402
185,1814,2024-12-15,4548.47,667
186,4490,2024-07-20,4307.7,516
187,1895,2024-07-22,1696.22,440
188,51,2023-11-01,1546.15,674
189,365,2024-07-11,4459.89,812
190,2363,2024-08-13,2436.78,200
191,4195,2024-04-12,1410.23,703
192,4835,2024-06-07,4057.5,658
193,2178,2023-07-23,488.75,154
194,3560,2023-04-17,1474.88,842
195,3846,2024-03-01,648.78,237
196,718,2024-11-16,2314.86,277
197,776,2023-07-09,2121.4,334
198,4409,2023-12-21,1041.43,761
199,257,2024-05-05,3313.5,113
200,4049,2023-05-11,4912.85,824
201,1545,2023-11-19,495.0,693
202,216,2023-06-14,3629.35,929
203,3483,2024-12-09,1096.04,757
204,1671,2023-10-03,3008.17,489
205,2212,2023-02-03,4125.05,734
206,295,2024-09-20,3729.82,802
207,2054,2023-07-22,140.36,508
208,3735,2024-02-08,2672.12,398
209,1430,2024-05-27,3712.14,893
210,1119,2024-04-10,4365.43,863
211,4901,2024-01-09,939.41,543
212,2920,2024-05-11,941.47,171
213,1022,2023-04-10,2809.01,861
214,3267,2023-09-24,1743.24,437
215,2121,2023-11-06,1440.71,332
216,3723,2023-03-17,1073.53,654
217,1911,2023-03-15,2262.68,659
218,2804,2023-01-18,46.94,716
219,1924,2023-02-23,2045.48,590
220,101,2023-10-01,4493.48,631
221,2898,2023-02-19,2013.37,70
222,742,2023-03-21,650.7,307
223,986,2024-12-25,2485.04,744
224,1263,2024-09-15,3206.31,787
225,2359,2024-10-22,4214.28,935
226,1205,2024-03-22,1987.0,475
227,4398,2023-02-15,1894.18,959
228,1328,2023-11-14,1033.1,558
229,1330,2023-04-06,1807.99,20
230,4811,2023-06-09,1745.9,973
231,3045,2024-10-16,4551.91,301
232,4788,2024-07-14,3413.64,185
233,2938,2023-08-24,4847.88,904
234,658,2023-10-14,2098.34,436
235,4108,2024-05-24,1807.22,976
236,449,2024-07-29,4792.56,594
237,2514,2024-05-08,4442.7,833
238,626,2023-11-15,1830.4,481
239,2755,2024-05-28,4228.34,59
240,1927,2023-02-12,1837.65,181
241,1629,2023-11-11,3092.54,142
242,4937,2023-07-02,3156.9,31
243,583,2024-06-08,2237.07,253
244,771,2024-08-03,117.38,797
245,12,2024-08-02,4146.93,697
246,4238,2024-01-09,889.34,610
247,4106,2023-06-23,3893.62,315
248,223,2023-06-02,1578.06,76
249,84,2024-08-15,4045.41,694
250,2744,2023-07-28,4122.67,127
251,3720,2024-10-04,875.62,150
252,26,2024-11-01,2654.17,417
253,4089,2023-11-18,1607.23,990
254,282,2023-11-02,4491.41,834
255,3619,2023-06-27,3119.01,304
256,2719,2024-11-12,4444.61,707
257,154,2024-02-05,2570.44,865
258,3643,2024-03-26,2535.02,948
259,1658,2024-09-14,4091.46,532
260,1935,2024-12-04,794.51,514
261,2171,2024-07-15,1015.56,191
262,1137,2023-06-15,358.77,883
263,2668,2023-01-03,4066.88,835
264,4619,2024-06-17,3863.4,389
265,4194,2024-03-04,3306.95,871
266,1449,2023-07-20,746.5,922
267,2923,2024-11-23,4566.71,568
268,1879,2023-02-07,3475.41,396
269,1455,2023-09-11,3000.22,19
270,156,2023-06-26,397.52,487
271,2625,2024-12-15,4737.45,724
272,2085,2024-03-30,245.87,954
273,1370,2023-10-02,1123.58,753
274,2585,2024-09-03,2673.18,104
275,1670,2024-01-18,2221.46,659
276,4276,2024-08-18,4718.13,486
277,185,2023-08-29,511.27,932
278,4112,2024-09-12,2477.19,186
279,1499,2023-04-24,3361.17,933
280,1560,2024-12-25,2435.22,761
281,2066,2023-10-26,113.33,310
282,4482,2024-09-22,2823.54,757
283,1727,2023-09-09,266.71,297
284,2803,2023-08-03,295.75,176
285,3901,2023-07-14,4296.79,731
286,3632,2024-07-08,1420.28,227
287,31,2023-09-28,2624.78,141
288,1330,2023-07-06,3339.05,410
289,3392,2024-06-25,3824.83,392
290,2662,2024-06-29,1569.88,10
291,4774,2024-06-01,4102.51,513
292,2083,2023-05-13,3862.91,312
293,3242,2023-03-14,3739.85,921
294,2984,2024-06-14,4193.5,648
295,3754,2023-09-21,4914.53,499
296,821,2023-01-21,2440.72,263
297,1205,2024-02-04,423.98,599
298,3071,2023-02-07,3746.69,82
299,2855,2023-02-21,1151.75,183
300,2942,2023-11-29,161.41,244
301,680,2024-03-15,2408.52,132
302,590,2023-05-21,3931.68,180
303,2788,2023-09-20,1332.26,495
304,2335,2023-01-06,3896.05,573
305,1484,2023-07-19,1599.13,242
306,36,2023-07-12,3079.26,532
307,2527,2024-12-30,2948.38,567
308,2042,2024-03-13,470.9,325
309,1513,2024-09-28,1102.58,87
310,3281,2024-01-28,4931.32,61
311,4613,2023-11-21,1819.87,509
312,2330,2023-09-18,3458.16,40
313,1182,2023-10-28,1879.6,217
314,239,2023-10-26,2284.72,521
315,507,2023-06-05,4352.25,130
316,2269,2024-10-24,1965.33,957
317,1252,2024-04-11,3237.64,324
318,4927,2024-10-04,1353.75,745
319,585,2023-04-05,2596.14,674
320,918,2024-12-14,1829.72,848
321,3476,2023-04-29,2234.33,214
322,1801,2024-07-24,828.53,76
323,3720,2024-06-14,1529.27,402
324,4561,2024-01-31,978.4,935
325,281,2024-07-29,3165.28,902
326,695,2023-08-02,3370.99,849
327,2094,2024-09-30,4977.79,818
328,3898,2024-02-26,3792.61,214
329,3063,2023-08-09,2714.27,164
330,4397,2024-10-17,3439.22,974
331,4990,2024-08-04,1311.17,145
332,4565,2023-05-26,4709.24,375
333,2212,2024-12-07,1606.66,191
334,3381,2023-11-15,3757.25,847
335,598,2023-10-27,2017.35,666
336,2917,2024-09-20,309.25,119
337,781,2024-09-03,444.11,190
338,4134,2024-09-09,765.38,292
339,3024,2024-04-10,461.42,538
340,2055,2024-12-21,4868.91,137
341,1955,2024-01-29,2560.65,241
342,449,2023-06-12,989.01,573
343,1189,2023-11-07,4933.95,971
344,3379,2024-01-13,3906.95,757
345,1047,2024-11-02,3024.15,204
346,4289,2023-07-08,284.6,537
347,3175,2024-03-10,3273.56,824
348,4718,2024-05-29,2064.35,548
349,3272,2023-10-06,1692.03,428
350,4682,2024-10-05,4158.96,681
351,137,2023-02-28,3849.8,700
352,644,2023-10-23,1289.66,375
353,2155,2023-11-14,726.96,44
354,3966,2024-08-18,2721.94,767
355,4342,2023-11-17,1904.09,178
356,1768,2024-03-12,1691.84,244
357,1675,2023-08-06,1105.52,831
358,1082,2023-06-18,2892.78,513
359,979,2023-07-22,1563.28,636
360,4471,2024-04-05,3865.76,178
361,401,2024-07-30,221.59,107
362,2787,2024-08-18,3636.93,378
363,2106,2024-10-20,3822.77,728
364,3321,2023-01-09,4501.33,428
365,4277,2023-06-05,1591.27,443
366,1918,2023-06-19,2498.27,367
367,4678,2023-07-24,846.16,837
368,2293,2024-12-06,742.1,499
369,704,2024-06-30,815.64,791
370,4657,2024-12-11,4485.33,602
371,1439,2023-05-19,1649.45,733
372,1175,2024-06-20,486.32,574
373,4147,2024-06-18,921.88,150
374,3792,2024-10-15,2566.02,769
375,3319,2024-03-04,442.18,936
376,3731,2024-03-18,2101.64,820
377,3473,2023-11-15,3427.77,777
378,4846,2024-11-06,3057.13,289
379,4956,2024-11-01,544.39,992
380,2113,2024-11-17,1532.81,317
381,1871,2024-05-13,76.02,302
382,3593,2024-01-07,3722.96,916
383,2557,2023-12-26,3663.24,752
384,2670,2024-02-17,1443.66,405
385,853,2024-02-23,4333.16,7
386,1946,2023-05-11,154.59,473
387,913,2023-12-21,3965.43,442
388,1076,2024-03-29,4974.52,198
389,3992,2024-09-16,436.94,471
390,648,2023-05-25,2135.14,555
391,2117,2023-08-07,2830.59,681
392,1904,2024-04-18,4181.8,630
393,4864,2023-10-03,1114.69,585
394,1562,2024-05-03,3606.51,515
395,549,2024-12-09,1420.81,50
396,4034,2024-05-24,4320.23,322
397,3086,2023-07-25,4492.45,502
398,3613,2024-09-16,2674.25,717
399,3413,2024-09-24,2802.15,354
400,642,2023-11-27,2277.8,294
401,2400,2024-02-20,2091.44,706
402,1045,2024-08-14,2863.42,949
403,742,2024-01-29,3112.14,655
404,1841,2024-06-27,4448.37,775
405,4883,2023-08-20,4652.04,190
406,2400,2023-05-13,3405.15,562
407,398,2024-12-05,2736.18,202
408,1586,2023-10-29,2137.59,334
409,819,2024-04-15,1945.7,199
410,1688,2023-11-02,1341.05,444
411,1571,2023-05-19,4027.46,905
412,3267,2024-09-20,1225.15,70
413,4535,2024-06-24,2024.07,487
414,2895,2024-02-03,3899.47,474
415,3057,2023-08-31,3150.84,771
416,4282,2024-03-27,3152.12,896
417,2374,2023-12-24,2854.79,903
418,1960,2024-03-30,2576.39,967
419,924,2023-08-15,2561.01,915
420,70,2023-07-02,1744.1,71
421,4551,2023-04-30,4085.72,714
422,137,2024-08-23,3681.0,152
423,4292,2024-07-15,4825.08,155
424,1235,2023-12-27,251.64,370
425,846,2023-01-09,2497.24,842
426,2442,2024-04-23,2645.75,300
427,4528,2023-08-04,4920.68,814
428,3616,2023-02-13,779.77,617
429,849,2023-04-04,3943.34,456
430,2930,2023-06-21,1861.38,391
431,2457,2024-05-09,4362.72,220
432,4162,2024-05-17,3753.53,590
433,3659,2024-10-28,46.38,221
434,2224,2023-06-27,2238.37,23
435,2601,2023-06-12,1690.12,576
436,4485,2023-01-31,1520.85,275
437,446,2023-04-23,2947.57,855
438,2118,2023-06-25,2103.39,866
439,2706,2023-09-11,1220.01,510
440,4207,2023-04-10,4464.14,945
441,3222,2024-07-26,2262.4,355
442,1272,2024-09-03,1672.85,796
443,3177,2023-08-01,2375.42,496
444,15,2023-03-18,1649.82,138
445,2931,2023-07-02,4624.13,694
446,4127,2023-05-05,4102.59,239
447,146,2023-08-24,1746.95,356
448,1326,2024-10-07,3885.38,634
449,613,2023-11-26,85.53,681
450,4155,2023-01-28,4960.61,591
451,1941,2023-03-28,720.07,499
452,727,2024-10-03,2878.06,532
453,1380,2023-01-04,3704.76,498
454,3277,2024-12-18,1012.37,549
455,2674,2024-02-28,3862.52,756
456,937,2024-02-05,4009.14,426
457,3218,2024-04-04,1853.04,273
458,3487,2023-11-19,1510.2,714
459,2602,2024-06-15,27.86,689
460,854,2024-03-25,1670.92,357
461,475,2024-09-18,1900.54,413
462,4548,2024-03-30,201.91,256
463,3986,2023-04-24,2182.39,971
464,2953,2023-05-03,1884.84,1000
465,2835,2024-05-04,3762.05,92
466,1367,2023-06-21,1157.38,117
467,3684,2023-12-24,1434.52,33
468,4623,2024-10-01,2995.76,296
469,4357,2023-05-19,2803.47,422
470,1852,2023-02-21,3110.13,741
471,2838,2024-12-16,2390.58,994
472,334,2023-05-03,996.19,455
473,1569,2023-06-29,2686.45,582
474,3533,2023-10-30,3358.8,494
475,2335,2024-02-21,3133.68,920
476,3036,2023-10-18,2164.01,956
477,2109,2023-09-25,2610.09,415
478,4902,2024-03-18,1368.69,235
479,1749,2023-03-02,3486.19,308
480,448,2023-09-13,1181.11,928
481,3617,2023-08-28,634.47,561
482,4157,2023-06-20,4808.68,267
483,81,2023-01-01,4907.31,678
484,955,2024-05-10,2711.34,142
485,3590,2024-01-08,3891.18,417
486,3176,2023-02-08,3199.83,640
487,4453,2023-07-02,4617.56,858
488,4165,2023-11-21,889.1,220
489,3928,2024-02-21,2142.49,649
490,1390,2024-09-22,2476.04,621
491,1033,2024-10-06,701.93,893
492,1127,2023-11-22,752.99,540
493,4761,2024-12-17,479.96,470
494,2005,2024-07-18,3735.49,408
495,3897,2023-10-28,2643.84,261
496,4834,2024-08-06,817.82,511
497,1237,2023-05-13,2935.07,551
498,4740,2024-01-08,1655.79,998
499,4815,2024-03-16,4632.78,437
500,3081,2023-10-12,648.55,923
501,2003,2024-03-21,3407.1,892
502,4653,2024-02-29,4242.81,872
503,2337,2023-05-21,551.32,788
504,2947,2023-04-17,4435.55,706
505,3592,2023-11-02,851.79,793
506,3088,2024-12-19,655.66,110
507,4249,2024-03-31,1552.41,766
508,550,2024-01-13,2449.28,534
509,1219,2023-04-06,4440.61,309
510,3789,2024-04-05,2975.98,180
511,2031,2023-10-20,3717.8,400
512,983,2024-11-09,855.29,674
513,2741,2023-07-01,337.1,101
514,1705,2024-06-10,2690.02,726
515,1022,2023-03-02,1965.77,515
516,3810,2023-10-06,1458.34,884
517,4578,2024-01-04,4330.66,582
518,3209,2024-08-21,1426.35,231
519,2450,2024-11-06,3168.7,122
520,381,2024-03-11,4433.17,356
521,4146,2024-03-22,252.73,137
522,4139,2023-07-02,1504.26,585
523,1839,2024-10-27,1999.45,664
524,2904,2024-02-14,2738.76,317
525,3004,2024-05-14,1712.01,6
526,1159,2023-12-30,3629.6,214
527,1624,2024-09-03,1337.89,186
528,3634,2024-11-29,4216.72,999
529,1366,2023-10-13,3520.02,615
530,3950,2024-04-05,2781.97,924
531,3384,2023-05-23,3279.88,94
532,811,2023-01-07,57.45,618
533,1071,2023-01-13,4041.69,854
534,314,2024-08-23,283.94,995
535,3434,2024-05-04,1680.27,950
536,3060,2024-10-31,1323.31,438
537,3122,2023-03-23,693.28,598
538,383,2023-04-26,380.11,291
539,4432,2024-05-27,2961.81,913
540,2799,2024-11-17,648.16,170
541,3891,2024-09-06,3318.73,723
542,3459,2023-01-02,4313.4,726
543,3810,2023-05-11,2943.61,984
544,977,2023-09-17,1939.36,669
545,3253,2024-09-20,1317.91,745
546,3003,2023-12-29,3369.68,232
547,1245,2024-03-26,161.34,54
548,4208,2023-04-27,1193.26,77
549,4558,2024-10-02,2369.07,74
550,2546,2024-09-21,317.13,208
551,1311,2024-03-16,4105.31,427
552,4759,2023-02-23,3737.0,478
553,3331,2024-09-12,2140.38,686
554,352,2024-01-20,951.45,899
555,282,2023-03-29,3327.8,422
556,945,2023-06-21,250.13,273
557,3833,2024-05-23,664.3,204
558,636,2023-05-06,4585.48,451
559,2591,2023-11-17,4333.84,467
560,4470,2024-06-23,4352.96,142
561,4436,2023-10-06,597.98,406
562,4703,2024-10-30,3359.37,506
563,2333,2024-10-18,1995.23,40
564,2202,2023-09-02,1035.8,189
565,2983,2024-09-02,1684.9,376
566,164,2024-09-18,4353.97,911
567,64,2023-12-31,3344.75,979
568,3020,2024-10-16,4846.36,388
569,3858,2023-01-30,589.58,759
570,882,2024-04-12,976.98,113
571,1984,2024-05-24,532.48,280
572,784,2024-07-28,2075.22,343
573,3200,2024-10-26,3597.13,707
574,2227,2024-03-04,1516.5,225
575,2575,2024-12-30,1289.55,415
576,4227,2024-06-08,457.55,102
577,4163,2024-10-17,4790.89,797
578,3498,2024-10-16,4727.4,877
579,4641,2024-01-25,184.6,418
580,2991,2023-05-03,2383.23,809
581,3440,2023-11-09,1031.47,87
582,4042,2024-05-19,4904.54,647
583,608,2024-03-25,3734.44,669
584,2625,2024-11-20,4263.42,77
585,2054,2024-08-28,730.43,42
586,73,2024-06-29,3634.77,530
587,131,2024-10-26,2467.05,40
588,3961,2024-11-29,3215.62,834
589,1609,2023-04-15,4667.08,683
590,1695,2023-02-27,3611.57,434
591,627,2023-10-09,4039.28,471
592,3630,2023-07-05,2942.85,679
593,1924,2024-05-05,1380.07,641
594,82,2024-02-11,4718.75,776
595,3080,2024-07-13,1388.01,170
596,460,2024-11-15,2992.74,443
597,2693,2024-08-22,435.45,531
598,2883,2023-07-04,4934.1,389
599,320,2023-03-23,2518.16,391
600,646,2023-04-25,3088.12,280
601,3452,2024-09-26,3766.45,621
602,1927,2024-09-08,2960.19,953
603,2664,2024-05-28,3741.88,996
604,2548,2024-08-08,1137.98,338
605,2562,2023-10-20,4619.66,885
606,3604,2024-06-16,3411.4,567
607,4015,2024-06-11,1715.32,274
608,4910,2023-12-20,2749.15,810
609,695,2023-07-21,4754.35,651
610,935,2024-03-11,1596.85,67
611,2135,2024-03-01,2280.85,268
612,647,2024-02-20,3055.55,418
613,4459,2024-07-08,829.72,321
614,1338,2023-03-22,4993.83,899
615,2549,2023-02-18,2073.23,504
616,2780,2024-12-17,1637.0,945
617,2270,2023-12-15,4605.78,597
618,340,2024-12-18,2195.69,44
619,4361,2024-11-04,3292.13,538
620,3122,2023-12-13,577.35,491
621,1663,2023-04-29,1703.29,598
622,4894,2024-07-21,3620.87,696
623,4440,2024-04-14,3487.6,668
624,1919,2023-11-11,300.12,46
625,99,2024-10-21,3265.51,995
626,3795,2024-11-13,3580.88,717
627,2904,2024-10-12,3300.34,475
628,2453,2023-05-20,2437.06,716
629,1505,2023-08-23,3368.54,393
630,2146,2024-04-18,3591.81,970
631,2362,2024-01-02,1127.98,557
632,4018,2024-11-26,624.95,539
633,54,2024-09-20,1539.95,793
634,4939,2023-01-05,2695.83,108
635,4236,2023-10-22,4563.84,81
636,4590,2024-09-18,4595.37,48
637,4342,2024-06-14,2005.43,130
638,4308,2023-06-06,654.51,812
639,417,2023-05-05,1548.17,699
640,1778,2023-09-19,4326.67,971
641,3457,2024-04-02,3817.35,205
642,275,2023-03-11,3480.33,925
643,3656,2023-07-22,1769.29,168
644,2619,2024-04-18,2388.47,26
645,4461,2023-10-04,2590.7,55
646,1005,2024-01-11,2595.08,914
647,3291,2024-05-28,85.47,613
648,561,2023-10-18,3035.64,902
649,4130,2024-05-04,1809.46,440
650,3873,2024-03-06,2122.25,940
651,729,2023-01-20,1093.39,987
652,3259,2024-04-20,3657.07,167
653,2603,2024-12-27,4115.04,290
654,361,2024-07-02,3033.21,355
655,4327,2023-04-08,412.23,614
656,1360,2024-10-27,3689.67,552
657,4636,2024-06-25,308.2,50
658,1182,2023-12-13,2837.43,667
659,3646,2023-07-29,2716.12,801
660,3168,2023-09-01,240.41,956
661,2156,2024-01-28,4153.67,73
662,2370,2024-04-23,2524.64,327
663,3965,2024-11-03,3187.59,385
664,2084,2024-09-19,3837.79,174
665,4986,2024-04-13,3714.11,600
666,1898,2024-05-27,1681.57,138
667,572,2023-07-29,150.22,384
668,3113,2023-05-08,3258.72,571
669,860,2023-01-16,1769.35,519
670,520,2024-11-23,1627.83,203
671,3958,2023-01-24,4053.84,713
672,2757,2024-09-11,934.83,238
673,3635,2023-09-13,1733.2,694
674,44,2023-12-08,1793.16,982
675,4504,2024-02-03,3793.98,402
676,775,2023-01-07,1854.62,695
677,413,2024-09-29,3950.2,174
678,4694,2023-10-20,1466.07,158
679,3461,2024-02-12,1658.79,774
680,178,2023-05-22,3615.66,368
681,2459,2023-09-19,3930.4,174
682,2707,2024-10-08,1671.15,807
683,753,2024-01-13,3578.44,60
684,2686,2023-05-12,2860.6,18
685,3502,2024-01-09,1234.35,589
686,4467,2023-04-07,1378.61,702
687,2451,2023-03-22,916.44,764
688,243,2024-05-21,1958.19,847
689,2417,2024-01-01,1218.51,320
690,4438,2023-04-07,421.91,730
691,4888,2023-01-24,1830.75,416
692,3008,2023-08-17,2193.76,938
693,3135,2023-02-08,4497.11,251
694,3911,2024-05-14,4100.22,735
695,1193,2024-10-21,4960.18,131
696,3180,2023-07-06,4389.27,612
697,2334,2024-08-07,4044.16,529
698,2162,2023-12-04,1575.26,32
699,2643,2024-04-30,1493.72,833
700,2544,2024-02-17,4362.81,712
701,2656,2024-08-12,2447.84,61
702,4044,2024-12-21,4010.62,285
703,3623,2024-12-17,4474.75,852
704,3452,2024-03-12,3993.37,366
705,180,2023-04-07,2010.99,105
706,1600,2024-12-12,99.15,777
707,4132,2023-04-29,4545.11,571
708,689,2024-03-11,2568.1,763
709,2934,2023-09-17,4933.35,678
710,2811,2024-12-07,3388.5,786
711,3733,2023-11-06,1965.81,115
712,3554,2024-03-12,1816.62,697
713,2730,2024-12-07,4122.92,122
714,1342,2024-05-17,1205.88,256
715,3355,2024-12-12,2604.72,321
716,2062,2024-11-20,3953.32,872
717,3225,2024-08-07,747.94,392
718,971,2023-09-14,3809.82,444
719,3015,2023-06-30,2379.32,377
720,4361,2023-05-17,2731.89,508
721,1935,2024-06-30,1828.44,326
722,1046,2023-02-10,821.17,732
723,2618,2023-07-11,1959.37,933
724,280,2024-07-04,4160.63,790
725,3168,2023-10-12,835.44,803
726,2279,2024-07-07,1730.15,256
727,1136,2023-10-12,2228.07,68
728,4571,2024-05-13,839.89,395
729,4091,2024-02-14,1177.78,337
730,1960,2023-01-04,2480.39,167
731,1226,2024-01-13,843.26,550
732,2554,2023-02-27,4699.99,165
733,3956,2024-05-20,1801.72,479
734,974,2024-03-23,3506.22,236
735,4288,2023-02-11,3763.6,723
736,979,2024-01-06,4081.81,624
737,4570,2023-12-05,1140.01,954
738,2448,2024-10-12,1448.79,686
739,1369,2023-07-01,401.88,95
740,373,2024-04-12,561.03,105
741,1427,2023-05-31,2082.68,881
742,1110,2023-10-08,4184.67,696
743,1813,2023-05-10,318.6,452
744,3613,2024-07-14,1198.82,541
745,1765,2023-07-15,233.73,779
746,3716,2023-10-22,2611.14,77
747,3593,2023-01-11,4431.51,166
748,4154,2024-10-09,2328.56,633
